,release_date,title,production_cost,domestic_gross,worldwide_gross,opening_weekend,mpaa,genre,theaters,runtime,year,duration,country,directors,avg_vote,critics_vote,public_vote,description
394,2004-11-19,National Treasure,100000000,173005002,331323410,35142554,PG,Adventure,3243,130,2004,131.0,United States,Jon Turteltaub,5.7,5.5,6.0,"Benjamin Franklin Gates is the latest descendant of a family for six generations engaged in the search for the treasure of the Templars, war booty of the founding fathers of the United States. Benjamin, having learned that the map is hidden on the back of the Declaration of Independence, has to deal with those who would like to get hold of the precious document. He then devises a plan in which technology wizard Riley and Abigail, director of the Washington National Archives collaborate."
395,2012-12-25,Django Unchained,100000000,162805434,449841566,30122888,R,Western,3012,165,2012,163.0,United States,Quentin Tarantino,7.8,7.67,8.0,"In the southern United States, two years before the Civil War, the black slave Django (Jamie Foxx) was able to regain his freedom thanks to King Schultz (Christoph Waltz), a former German dentist turned bounty hunter, who he mentors and guides with the hope that Django will lead him to the dangerous Brittle brothers. After learning to juggle guns and duels, Django in turn becomes an excellent bounty hunter but in his head he continues to have only one goal to materialize at any cost: to be able to track down his wife and free her from the slavery to which Calvin Candie forces her. (Leonardo DiCaprio), the diabolical owner of some plantations in Mississippi, where slaves are trained to fight against each other for the sheer amusement of their master."
396,2019-12-25,1917,100000000,159227644,370603379,576216,R,Thriller/Suspense,3987,119,2019,110.0,"Great Britain, United States",Sam Mendes,7.0,6.85,7.0,"At the height of World War I, two young British soldiers, Schofield (George MacKay) and Blake (Dean-Charles Chapman) are given a seemingly impossible mission. In a race against time, they must traverse enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers, including Blake's brother."
397,1994-07-15,True Lies,100000000,146282411,365300000,25869770,R,Action,2561,141,1994,140.0,United States,James Cameron,7.0,7.0,7.0,"His wife thinks him a computer salesman, but Harry is a 007 used to risky missions. When the lady seems to yield to the court of a man who passes himself off as a secret agent, Harry takes little time to scare his rival. Then, however, the couple are kidnapped by Arab terrorists and Harry has to reveal himself for what he is and his wife is forced to ""play along"". This remake of a French film (Claude Zidi's ""The Total"") is a blast that brilliantly mixes action and family problems. And it works both on the side of the espionage story and as a comedy."
398,2007-11-02,American Gangster,100000000,130164645,267985456,43565135,R,Drama,3111,157,2007,157.0,United States,Ridley Scott,7.3,7.29,7.0,"In the America of the 70s, the story (true, and rather sensational) of Frank Lucas aka Superfly, the king of the heroin market, who built his empire by getting the drugs hidden directly in the coffins of the American military from the East deaths in Vietnam; and Richie Roberts, the FBI detective who hunted him down, only to discover all the rottenness that was also hidden in the American police."
399,2009-09-18,Cloudy with a Chance of Meatballs,100000000,124870275,236827677,30304648,PG,Adventure,3119,90,2009,90.0,United States,"Phil Lord, Chris Miller",6.3,6.36,6.0,"Flint Lockwood is an eccentric scientist whose main goal is to give meaning to things that exist in nature at all costs. After inventing objects of dubious use, Flint strongly wants to create something that can really make people happy. This is why his goal will be to defeat the problem of hunger in the world. After a few tries, he will be able to develop a machine that can turn water into solid food. Unfortunately, something will go wrong and the invention, of which Flint will lose control, will be catapulted into the sky, submerging the town of Chewandswallow with appetizing meatballs."
400,2013-12-25,The Wolf of Wall Street,100000000,116949183,389918903,18410067,R,Black Comedy,2557,165,2013,179.0,United States,Martin Scorsese,7.6,7.69,8.0,"Jordan Belfort (Leonardo Di Caprio) by day manages to earn thousands of dollars a minute that with the same speed he squanders on drugs, sex and travel around the world. Going from selling ice cream to being the head of a stockbroker office, Jordan is greedy, he loves power and all forms of excess. While conducting his business with somewhat questionable methods, he experiences a stormy relationship with his wife (Margot Robbie) with whom he has two children until, in the 1990s, his insatiable appetite, debauchery and partnership with shoe designer Steve Madden (Jake Hoffman) throw his name in the mud."
401,2013-05-24,Epic,100000000,107518682,262794441,33531068,PG,Adventure,3894,103,2013,104.0,United States,Chris Wedge,6.4,6.22,7.0,"In the forest a war breaks out between the forces that preside over the good of the natural kingdom and those of evil. The forces of good have promised themselves to keep order but, failing to defeat the wickedness of the bad guys, they need the help of the Leafmen, healers of all withered plants. They will involve 17-year-old Mary Katherine in their adventure, the daughter of an unconventional professor who finds herself catapulted into a magical universe but in grave danger."
402,1996-06-21,Eraser,100000000,101295562,234400000,24566446,R,Action,2556,114,1996,115.0,United States,Chuck Russell,5.4,5.29,5.0,"John Kruger, a commander of the federal police, is part of the WITSEC special group, which is concerned with providing a new identity to witnesses under protection. The exceptional physical strength and intensive training he undergoes make him the best member of the group. Eraser (this is his nickname) is faced with the most demanding challenge of his career: protecting the witnesses entrusted to him by a mole, which from within his own organization constitutes a terrible threat to their safety. Arnold Schwarzenegger deceives us every now and then: he did it with ""The Twins"" and especially with ""True Lies"", where James Cameron threw him into intelligent satire (of himself, James Bond and all his emulators), without giving up super effects. But from ""The Eliminator"" don't expect anything that vaguely resembles ""True Lies"". Here Schwarzy has returned to take himself seriously and is a full-blown action man, very acrobatic and rather dull, within a plot that could not be more obvious."
403,1996-06-21,The Hunchback of Notre Dame,100000000,100138851,325500000,21037414,G,Adventure,2835,91,1982,93.0,United States,Michael Tuchner,5.5,6.0,5.0,"In fifteenth-century Paris, the beautiful gypsy Esmeralda is threatened by the shady interests of three men. The sacrifice of Quasimodo, deformed bell-ringer of the church of Notre Dame, saves her."
404,1996-06-21,The Hunchback of Notre Dame,100000000,100138851,325500000,21037414,G,Adventure,2835,91,1939,115.0,United States,William Dieterle,6.6,6.67,7.0,"Esmeralda, a beautiful gypsy persecuted by justice, is saved by appealing to the right of asylum and taking refuge in the cathedral of Notre Dame. Very different men have fallen in love with her: an army captain, a poet and the president of the court. But Esmeralda has only one sincere friend: Quasimodo, the bell ringer of the cathedral, a repulsive but good and faithful man."
405,1996-06-21,The Hunchback of Notre Dame,100000000,100138851,325500000,21037414,G,Adventure,2835,91,1923,95.0,United States,Wallace Worsley,7.5,8.0,7.0,"In 15th-century Paris, the hunchbacked Quasimodo lives an existence on the fringes of society due to his deformed appearance. The man rings the bells inside the Cathedral of Notre-Dame and obeys the orders given to him by the perfidious Jehan. He is in love with the young gypsy Esmeralda and asks the hunchback to kidnap her. The kidnapping attempt fails due to the intervention of the captain of the royal guards, Phoebus, who captures Quasimodo and condemns him to be publicly whipped. During the punishment, Esmeralda moved by feelings of pity approaches Quasimodo, handing him some water to drink. The hunchback, struck by the girl's noble gesture, falls madly in love with Esmeralda and will not hesitate to jeopardize his own safety in order to save Esmeralda from hanging, after the young woman was accused of witchcraft and murder."
406,2000-12-15,The Emperor's New Groove,100000000,89630573,169630573,9812302,G,Adventure,2887,78,2000,78.0,United States,Mark Dindal,7.7,8.0,7.0,"The spoiled and conceited young emperor Kuzco does not hesitate to fire loyal collaborators and expropriate land at his own whim. Transformed into a lama by a potion of the evil councilor Yzma, the young Kuzco soon learns that real life is very different from that of the palace and discovers the value of friendship thanks to the good-natured and gigantic Pacha, from whom he wanted to expropriate the house to build. its new swimming pool. Kuzco's adherence to a new order of values ??is not without obstacles and the emperor often proves comically reluctant to accept his new reality as a lama."
407,2012-08-15,The Expendables 2,100000000,85028192,311979256,28591370,R,Action,3355,103,2012,102.0,United States,Simon West,6.0,6.18,6.0,"During a dangerous mission in Eastern Europe commissioned by Mr. Church (Bruce Willis), Tool is murdered by a group of bloodthirsty fighters, employed by a terrorist willing to change the geopolitical order of the whole world with six kilos of plutonium. for military use ready to explode. His companions, the mercenaries in the service of the CIA led by Barney Ross (Sylvester Stallone), joined by the two new members Billy Timmons (Liam Hemsworth) and Maggie (Yu Nan), vow to take revenge one day for the murder and they work to ensure that every detail is well planned. The revenge for the mercenaries will come after a long trail of destruction in the ranks of the enemy forces."
408,2009-10-16,Where the Wild Things Are,100000000,77233467,99123656,32695407,PG,Adventure,3735,100,2009,101.0,"United States, Germany",Spike Jonze,6.1,5.53,7.0,"Max has misbehaved and disobeyed and for this he is sent to bed without dinner. But Max, in the darkness of his room, has a resource: to invent a fantasy world, populated by imaginary and wild creatures. A world that grows out of all proportion, in which Max knows how to behave in order to be respected."
409,2006-12-15,Eragon,100000000,75030163,249488115,23239907,PG,Adventure,3030,104,2006,104.0,"United States, Great Britain",Stefen Fangmeier,3.9,3.89,4.0,"In the kingdom of Alagaesia, the young Eragon comes across a magical dragon egg: his destiny is to become a dragon knight, as were his master Brom and Galabtorix, now tyrant of the realm. The dragon Saphira will accept to be the young man's steed, and together with some allies the two will try to restore peace and serenity ..."
410,2014-07-23,Hercules,100000000,72688614,243388614,29800263,PG-13,Adventure,3595,97,1983,98.0,Italy,Luigi Cozzi,4.3,3.33,5.0,"The myth of Hercules, from birth to the famous labors, revisited with some naive updates."
411,2014-07-23,Hercules,100000000,72688614,243388614,29800263,PG-13,Adventure,3595,97,1997,95.0,United States,"Ron Clements, John Musker",6.8,6.4,7.0,"Hercules, half man and half god, is kidnapped by the evil Hades and sent from Olympus to Earth to prove to the other gods that he has the right to stay with the other deities. He will have to face the usual twelve tests (including descent into the Underworld) and will understand firsthand how difficult it is to live with his humanity and that part of immortality that is in him. In his rehearsals he is helped by Pegasus, the winged horse and seduced by Megara, fatalona on duty, called Meg."
412,2014-07-23,Hercules,100000000,72688614,243388614,29800263,PG-13,Adventure,3595,97,2005,160.0,United States,Roger Young,5.0,6.0,4.0,"Son of the god Zeus and a priestess of Hera, Hercules grows up against the anger of the mother of the gods. His naivety leads him to be easily manipulated by the malevolence of Hera and his followers, who push him to kill Megara's three children. To obtain the forgiveness of the gods, Hercules will have to undergo six incredible labors."
413,2010-12-10,The Tourist,100000000,67631157,278731369,16472458,PG-13,Thriller/Suspense,2756,102,2010,105.0,"United States, France",Florian Henckel von Donnersmarck,4.0,3.38,5.0,"Frank (Johnny Depp) is an emotionally broken man. To heal his aching heart he is on a trip to Italy, where he meets Elisa (Angelina Jolie), an extraordinary woman who deliberately decides to ""cross his path"" and cross their two existences."
414,1999-11-24,End of Days,100000000,66889043,212026975,20523595,R,Action,2665,120,1999,120.0,United States,Peter Hyams,4.6,4.1,5.0,"For ex-cop Jericho Cane, his work alongside fellow Chicago is a dull routine of monotonous patrols and surveillance. One day, however, he is dragged, in spite of himself, into a dangerous game with a woman: Christine, a young predestined and haunted by recurring nightmares. The woman is the unconscious object of desire of a man who apparently appears to be a normal person, but, in reality, is the supreme force of Evil and who would like to mate with her to generate the Antichrist."
415,2019-12-25,Spies in Disguise,100000000,66757013,165138481,13354798,PG,Adventure,3502,104,2019,102.0,United States,"Nick Bruno, Troy Quane",6.1,6.33,6.0,"Super spy Lance Sterling and scientist Walter Beckett are almost polar opposites. As much the first is casual and fascinating, so much the second is intelligent and witty, qualities that allow him to fine-tune the amazing gadgets that the first uses in his epic missions. When events take an unexpected turn, the two have to rely on each other in ways that are completely new to them."
416,2004-06-11,The Stepford Wives,100000000,59475623,96150482,21406781,PG-13,Black Comedy,3057,93,1974,115.0,United States,Bryan Forbes,7.2,7.86,7.0,"From New York, Walter and Joanna move with their children to Stepford. She finds the other wives in the country too submissive to their husbands and thinks of a purely psychological addiction. But he is wrong. Unusual gothic-feminist atmospheres that would have been better enhanced by a little more rhythm. But the story, taken from the novel by Ira Levin (""Rosemary's Baby"") and written by William Goldman (""The Marathon Runner"") has a disturbing force."
417,2004-06-11,The Stepford Wives,100000000,59475623,96150482,21406781,PG-13,Black Comedy,3057,93,2004,93.0,United States,Frank Oz,5.0,4.75,5.0,"Attorney Walter Kresby moves with his wife Joanna to the idyllic village of Stepford. Walter is immediately welcomed into the ""circle of men"", while Joanna makes friends only with Bobby, who has also recently arrived. Over time, the two realize that all the other women behave in exactly the same way, almost as if they had remained in the 50s."
418,2006-12-08,Blood Diamond,100000000,57377916,171377916,8648324,R,Action,1920,143,2006,143.0,United States,Edward Zwick,7.2,7.3,7.0,"Sierra Leone, 1990s: Danny Archer, a former mercenary from Zimbabwe, and Solomon Vandy, a fisherman from Mende, search for a rare pink diamond. Journalist Maddy Bowen contacts Archer for an investigation into ""blood diamonds"", and all three embark on a perilous journey through rebel-controlled territory ..."
419,2019-11-07,Midway,100000000,56846802,126829063,17897419,PG-13,Action,3242,138,1976,132.0,United States,Jack Smight,6.4,6.0,7.0,"At the beginning of June 1942, the battle took place near the Midway Islands, which ended the rapid Japanese expansion throughout the Far East and gave way to the American counterattack. In the form of a diary, the preparation and conduct of the battle, both by the Japanese and American forces, not yet fully recovered after the attack on Pearl Harbor."
420,2019-11-07,Midway,100000000,56846802,126829063,17897419,PG-13,Action,3242,138,2019,138.0,"United States, China",Roland Emmerich,6.1,5.88,6.0,The story of the Battle of the Midways told from the point of view of the leaders and sailors who took part in it.
421,2009-06-05,Land of the Lost,100000000,49438370,69548641,18837350,PG-13,Comedy,3534,102,2009,102.0,United States,Brad Silberling,4.9,5.2,5.0,"During an expedition, paleontologist Rick Marshall is sucked into a space-time vortex along with his assistant and their macho guide. The vortex throws them into an alternate universe where the trio befriends a primate named Chaka who will become their only companion and ally in a hostile world populated by dinosaurs and other fantastic creatures, from which it will be really difficult to return."
422,2003-12-18,Peter Pan,100000000,48417850,95255485,11139495,PG,Adventure,2813,113,1953,77.0,United States,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson",7.5,7.19,8.0,"The three London brothers Wendy, Gianni and Michele, make friends with Peter Pan, half boy and half elf, who, one evening, suddenly appears in their room accompanied by a tiny luminous fairy: Tinker Bell. The creature, who can fly and doesn't want to get big, convinces the three to follow him to Neverland. Here they will face Captain Hook and his pirates, archenemies of Peter Pan."
423,2003-12-18,Peter Pan,100000000,48417850,95255485,11139495,PG,Adventure,2813,113,2003,117.0,United States,P. J. Hogan,5.5,4.83,6.0,"Wendy Darling tells her two younger siblings the stories about Captain Hook, the mythical pirate who is not afraid of anything. Wendy's father, on the advice of strict aunt Millicent, however, has decided that it is time for Wendy to leave fairy tales aside and grow up. But Peter Pan also loves the stories that the girl tells and comes specifically to listen to them. He will be the one to ask Wendy and the brothers to follow him to Neverland, even if this triggers Tinkerbell's jealousy."
424,2003-12-18,Peter Pan,100000000,48417850,95255485,11139495,PG,Adventure,2813,113,1924,105.0,United States,Herbert Brenon,8.2,8.0,8.0,"When the Darlings decide to go to a party, their children Wendy, Michael and John are left alone in the house, along with their dog. During the course of the evening, they receive the magical visit of Peter Pan and the Fairy Tinker Bell, who lead them to Neverland. Here they will experience a series of adventures to defeat Captain Hook and his gang of pirates."
425,2019-03-15,Wonder Park,100000000,45216793,115112118,15853646,PG,Adventure,3838,93,2019,86.0,United States,David Feiss,6.1,7.0,5.0,"June, an optimistic and imaginative girl, discovers an incredible amusement park called ""the wonderland"" hidden in the woods. Filled with weird creatures and funny animals, the park is literally upside down. June will soon discover that, having sprung from her imagination, the park needs her help to be saved."
426,2004-07-23,Catwoman,100000000,40202379,82078046,16728411,PG-13,Action,3117,101,2004,104.0,United States,Pitof (Jean-Christophe Comar ),4.4,4.31,4.0,"Patience Prince, shy and sensitive artist, works as a designer in a cosmetic products company. One day, by chance, she discovers a terrible secret regarding a new anti-aging product that is about to be released on the market and should therefore be eliminated. He manages to save himself thanks to the qualities that distinguish his second nature as a cat ..."
427,2014-08-14,The Expendables 3,100000000,39322544,209461378,15879645,PG-13,Action,3221,103,2014,103.0,United States,Patrick Hughes,5.3,5.25,5.0,"Barney (Sylvester Stallone), Christmas (Jason Statham) and the rest of the Mercenaries team come face to face with Conrad Stonebanks (Mel Gibson), who years earlier had co-founded the group with Barney. Because Stonebanks had become a ruthless arms dealer, Barney had been forced to kill him, or so everyone believed. Stonebanks, on the other hand, managed to survive and made it his mission to end the Mercenaries. To avoid this hypothesis, Barney decides to recruit new members who are younger, faster and more technologically savvy."
428,2021-12-08,West Side Story,100000000,38530322,75011257,10574618,PG-13,Musical,2820,156,1961,145.0,United States,"Robert Wise, Jerome Robbins",7.8,7.9,8.0,"In the West Side of New York, the jets, white, and the Sharks, Puerto Richals face. A situation of normal metropolitan rivalry. The situation rushes when Mary, Puerto Richam and Tony, former leader of jets, fall in love. In an relentless succession of extreme gestures there will be three to die, including Bernardo, brother of Mary, and Tony himself."
429,2021-12-08,West Side Story,100000000,38530322,75011257,10574618,PG-13,Musical,2820,156,2021,156.0,United States,Steven Spielberg,7.1,7.21,7.0,Sharks and jets face each other with dance and singing in the streets of West Side in 1957. A youthful love will try to quench the tensions between the two bands that have always been rival.
430,2002-11-27,Treasure Planet,100000000,38120554,91800000,12083248,PG,Adventure,3227,95,2002,95.0,United States,"Ron Clements, John Musker",7.5,7.67,7.0,"Jim, a fifteen-year-old boy, lives with his mother in a port city. One day he stumbles upon Bill Bones, a seriously injured man whom Jim cannot save from death, but who entrusts him with an orb containing a treasure map. Doctor Doppler organizes an expedition aboard the Rls Legacy, a fantastic space galleon. Thanks to the cyborg Silver, steward of the spaceship, Jim becomes an experienced pilot. However, the boy soon discovers that Silver is a pirate contemplating a mutiny ..."
431,2010-03-12,Green Zone,100000000,35497337,97523020,14309295,R,Drama,3004,114,2010,115.0,"United States, Great Britain",Paul Greengrass,6.4,6.21,7.0,"In 2003, during the first phase of the American occupation of Iraq, officer Roy Miller (Matt Damon) and his team are tasked with tracking down the famous weapons of mass destruction whose presence led to military intervention and which they are believed to be hidden in the desert. Instead of finding the deadly bombs, the soldiers will find themselves involved in a series of ambiguous operations organized by the secret services. The objective of their mission will vanish to be diverted to another, deemed of greater interest."
432,2017-10-13,Geostorm,100000000,33700160,220796009,13707376,PG-13,Thriller/Suspense,3246,109,2017,109.0,United States,Dean Devlin,4.6,4.67,5.0,"In the near future, Jake Lawson, the creator of a particular satellite system capable of monitoring weather conditions, is forced to work alongside his not-so-beloved brother Max. Their aim is to figure out what's wrong with the system. , escaped all control, and avoid an unprecedented catastrophe."
433,2015-12-02,Point Break,100000000,28782481,126704591,9800252,PG-13,Action,2910,113,1991,110.0,"United States, Japan",Kathryn Bigelow,7.8,7.77,8.0,"Covered in the masks of the last American presidents, four robbers terrorize the banks of Los Angeles. An elderly FBI agent senses that the gangsters come from the surfer world. A colleague of his, the rookie but daring Johnny Utah, infiltrates and tests the accuracy of the hypothesis. At this point, however, the work is only just beginning. The hunt takes place between endless twists to end in a dramatic and spectacular way. Between Don Siegel and Peckinpah, Bigelow creates a fascinating male duet: elective affinities between the good and the bad with a breathtaking ""final declaration of love"" and a bitter counter-ending."
434,2015-12-02,Point Break,100000000,28782481,126704591,9800252,PG-13,Action,2910,113,2015,113.0,United States,Ericson Core,3.3,2.86,4.0,"Johnny Utah (Luke Bracey), a young FBI agent, is tasked with infiltrating a gang of extreme athletes led by Bodhi (Edgar Ramirez), who is suspected of committing an unprecedented series of sophisticated attacks against many businesses. In his dangerous undercover mission, Utah will have to fight not only for his own life, engaging in the most extreme sports but also to save the global financial markets, severely threatened by a man capable of concocting increasingly insane crimes."
435,2019-12-17,Cats,100000000,27166770,75558925,6619870,PG,Musical,3380,110,1998,120.0,Great Britain,David Mallet,6.2,6.0,6.0,"The cats from the Jellicle neighborhood gather for the annual ball. During the evening, the cat who will have the honor of ascending to the paradise of cats will be chosen but not everything will go as expected due to unexpected presences."
436,2019-12-17,Cats,100000000,27166770,75558925,6619870,PG,Musical,3380,110,2019,111.0,"United States, Great Britain",Tom Hooper,3.2,2.5,4.0,"The cats from the Jellicle neighborhood gather during the annual ball. During the evening, the cat who will have the honor of ascending to cat heaven will be chosen. In a completely new world for her, the young cat Victoria will come across Gezabella, treated by everyone as an outcast, and the diabolical Macavity, willing to do anything to be the chosen one."
437,2015-11-26,In the Heart of the Sea,100000000,25020758,89693309,11053366,PG-13,Adventure,3103,121,2015,121.0,United States,Ron Howard,6.4,6.27,6.0,"In the winter of 1820, Essex, a New England whaler, is attacked by something incredible-looking: a mammoth-sized whale, moved almost by human feelings of revenge. Immediately following the chilling episode, which will inspire writer Herman Melville (Ben Whishaw) for the novel Moby Dick, the remaining crew members are pushed beyond all limits and forced to try the impossible to survive. Braving storms, hunger, panic and despair, men will question their deepest beliefs as their inexperienced Captain George Pollard (Benjamin Walker) searches for a direction on the high seas and his first man Owen Chase (Chris Hemsworth ) will not give up whaling."
438,2014-04-18,Transcendence,100000000,23022309,103039258,10886386,PG-13,Thriller/Suspense,3455,119,2014,119.0,United States,Wally Pfister,4.9,4.39,5.0,"Dr. Will Caster (Johnny Depp) is the foremost researcher in the field of artificial intelligence and works to create a sentient machine, capable of combining the same artificial intelligence with the full range of human emotions. His highly controversial experiments have made him famous all over the world but have also made him the main target of anti-tech extremists, who would do anything to stop him. However, in an attempt to destroy Will, his bitterest enemies unwittingly end up making him the protagonist of his own ""transcendence"". Evelyn (Rebecca Hall) and Max Waters (Paul Bettany) - Will's wife and best friend respectively and both researchers - ask themselves a thousand questions about what to do when, implanting the synapses in an artificial machine, Will transforms his thirst for knowledge into an obsessive one. pursuit of power."
439,2005-02-18,Son of the Mask,100000000,17018422,59918422,7511675,PG,Adventure,2966,94,2005,86.0,United States,Lawrence Guterman,2.9,2.25,4.0,"Aspiring cartoonist Tim Avery became a dad a few months ago, when he realizes that little Alvey is gifted with the spectacular powers that a prodigious mask has given him. To complicate everything, we think the family dog ??who fights with the newborn for the control of the same. But even the bad Loki, the legitimate owner of the precious object, wants to get it back at any cost."
440,2018-12-05,Mortal Engines,100000000,15951040,85480271,7559850,PG-13,Action,3103,128,2018,128.0,"New Zealand, United States",Christian Rivers,5.6,5.43,6.0,"Thousands of years after the destruction of the civilized world by a cataclysm, the human race has adapted and evolved with a new way of life. Gigantic moving cities roam the Earth, brutally targeting the smallest traditionalist cities. Tom Natsworthy (Robert Sheehan) - hailing from a lower class in the big traction city of London - finds himself struggling for survival after bumping into Hester Shaw (Hera Hilmar), a dangerous fugitive. The two opposites, whose paths should never have met, will sign an alliance destined to change the course of the future."
441,2021-02-03,Chaos Walking,100000000,13287908,27075660,3775350,PG-13,Action,2132,108,2021,108.0,United States,Doug Liman,4.2,3.0,5.0,"In the not too distant future, the New World is a planet characterized by the lack of women and the fixed presence of Noise, a force that makes the thoughts of all men manifest and audible. In this disturbing context lives the young Todd, whose life will be turned upside down by the arrival from space of the mysterious Viola."
442,2021-10-13,The Last Duel,100000000,10853945,30055233,4759151,R,Drama,3065,153,2021,142.0,United States,Ridley Scott,7.0,6.82,7.0,"In the brutal climate of fourteenth century France, there is a drama that explores man's omnipresent power, the fragility of justice and the strength and courage of a woman ready to put herself at the service of truth. In particular, it sheds light on the hypotheses for a long time held for real regard to the last duel legally authorized in France, played between Jean De Carrouges and Jacques Le Gris, two friends who became bitter rivals. Carbon's wife, Marguerite, is brutally attacked by Le Gris, but the latter rejects the accusation. However, the woman refuses to be silent and moves on to accuse her attacker: an act of courage and challenge that jeopardizes her life. It follows an exhausting death duel that puts the fate of the three in the hands of God."
443,2001-05-04,The Mummy Returns,98000000,202007640,435040395,68139035,PG-13,Adventure,3553,129,2001,124.0,United States,Stephen Sommers,5.1,4.85,5.0,"Ten years have passed. Rick and Evelyn are married and have Alex, a delightful eight-year-old who inherited a sense of adventure and a fascination for ancient civilizations from his parents. Meanwhile, a new threat is about to emerge in the Sahara desert. The Scorpion King, a proud warrior, is about to be awakened from his eternal slumber. To counter his advent, there are those who think of resurrecting Imhotep, the only one able to counter the Scorpion King. But there are those who recruited Rick and Evelyn to avoid the terrible confrontation."
444,2019-11-14,Ford v. Ferrari,97600000,117624357,224418748,31474958,PG-13,Drama,3746,152,2019,152.0,United States,James Mangold,7.2,7.0,7.0,"Carroll Shelby driver wins the prestigious 24 Hours of Le Mans in 1959, completing a rare feat for an American driver. Problems with a heart valve, however, put a stop to his career. Ken Miles, on the other hand, is not well suited to public relations but as a driver he is exceptional. When Lee Iacocca is looking for someone who can relaunch the Ford brand, the two represent the perfect team to ensure that the American team can compete with that of the Italian Enzo Ferrari."
445,2002-12-20,Gangs of New York,97000000,77730500,183124621,9496870,R,Drama,2340,155,2002,168.0,"United States, Germany, Italy, Great Britain, Netherlands",Martin Scorsese,7.2,7.38,7.0,"New York, second half of the 19th century: Americans and Irish immigrants are fighting to divide up the territory and the management of illicit affairs. In particular, the challenge is between the ""Dead Rabbits"", led by the young Amsterdam Vallon, and the ""Natives"", led by the ruthless Bill Poole known as ""the Butcher"". The clash is getting more and more ferocious, because Amsterdam is driven by the desire to avenge the death of his father, who was murdered by Poole some time ago. In turn, Poole wants to kill the young Vallon to definitively assert his dominance over the city ..."
446,2017-05-04,Alien: Covenant,97000000,74262031,238521247,36160621,R,Horror,3772,123,2017,122.0,United States,Ridley Scott,6.1,5.91,6.0,"The crew members of the Covenant spacecraft, charged with colonizing a distant planet, think they are arriving in a paradise. At their destination, they will discover that they are faced with a dark and dangerous world whose only inhabitant is David, an android who survived the Prometheus expedition."
447,2015-03-06,Cinderella,95000000,201151353,542351353,67877361,PG,Drama,3848,105,2000,95.0,Great Britain,Beeban Kidron,4.9,4.0,6.0,"Yet another television version of Perrault's fairy tale, who this time lives in England in the mid-1950s: having lost her mother, Cinderella has to deal with her father's new girlfriend, a stepmother who also isolates her from her father's affection. and with the ""prince charming"" on duty, a bored rocker."
448,2015-03-06,Cinderella,95000000,201151353,542351353,67877361,PG,Drama,3848,105,1950,74.0,United States,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",8.1,8.33,8.0,"Cinderella, orphaned of her beloved parents, lives with her cruel stepmother and two horrible stepsisters Anastasia and Genoveffa, who treat her like a servant. Meanwhile, the King decides that the time has come to find a wife for his son and holds a grand ball to which all the unmarried girls of the realm are invited. Unfortunately, Cinderella does not have a suitable dress for the party, but she remedies with the help of her animal friends by meeting the fury of her stepsisters ..."
449,2015-03-06,Cinderella,95000000,201151353,542351353,67877361,PG,Drama,3848,105,2015,105.0,United States,Kenneth Branagh,6.1,6.05,6.0,"The father of the young Ella, a merchant who has been widowed, marries Lady Tremaine (Cate Blanchett) in second marriage and takes her to live at home with her two daughters Anastasia and Genoveffa. When her father mysteriously disappears, Ella (Lily James) finds herself at the mercy of a family where jealousy and cruelty reign supreme. Relegated to the role of scullery maid, Ella does not surrender to the difficulties she encounters and, mindful of her mother's last words, she always shows herself courageous and kind, never giving in to despair or contempt for those who humiliate her continuously. Her luck is destined to change when the possibility of participating in a real event looms on the horizon, where she hopes to meet again the mysterious and fascinating stranger (Richard Madden) whom she met in the woods, completely unaware of how he is in actually the prince."
450,2015-03-06,Cinderella,95000000,201151353,542351353,67877361,PG,Drama,3848,105,2021,113.0,"Great Britain, United States",Kay Cannon,3.0,1.75,4.0,"Left alone, Cenerella is mistreated by her stepmother and her two sour daughters. One day, however, Fab G arrives in his life and his destiny undergoes an incredible change: his dream of professional achievement will no longer be just a mirage."
451,2012-06-27,Ice Age: Continental Drift,95000000,161321843,879765137,46629259,PG,Adventure,3886,87,2012,94.0,United States,"Steve Martino, Mike Thurmeier",5.4,5.27,5.0,"Since the dawn of time Scrat has been trying to grab his cursed acorn but this time the attempt causes an unexpected continental cataclysm that sends an entire continent adrift. The inseparable Manny, Diego and Sid find themselves on a makeshift iceberg that leads them on a dangerous adventure in the middle of the ocean, a world unexplored for them and inhabited by strange creatures and ruthless pirates. Even poor Scrat wanders the ocean on a small sheet of ice in prehistoric places that no one has ever seen before and, when everything seems compromised, he unexpectedly meets the trio of friends with whom he can try to return home."
452,2001-12-28,Black Hawk Down,95000000,108638745,159691085,179823,R,Action,3143,144,2001,144.0,United States,Ridley Scott,7.0,7.0,7.0,"On October 3, 1993, a group of rangers and specialists from the Delta Force received the order to capture General Aidid's lieutenants gathered in the heart of Mogadishu, inside the area hostile to American troops stationed in Somalia together with the forces of the UN. The mission must last a few minutes; instead it lasts for eighteen hours of iron and fire. Two Black Hawk helicopters are shot down and the survivors are rescued ..."
